Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF54,OUT049,2904.247
DRG23,OUT010,276.40164
FDD53,OUT046,649.5292
NCM31,OUT027,3386.6135
FDT16,OUT017,4295.8296
FDR40,OUT035,1344.9595
DRG25,OUT017,3677.987
FDT10,OUT035,1038.7563
FDY32,OUT013,2566.1235
FDN50,OUT035,1589.3593
FDZ35,OUT019,290.3114
NCP54,OUT045,2046.8193
NCD07,OUT035,1777.8079
FDS02,OUT018,2969.4473
DRN59,OUT018,605.78
DRB24,OUT013,2582.7507
FDP37,OUT027,3413.961
DRB01,OUT018,2061.6677
FDR47,OUT046,3039.5715
NCM31,OUT010,352.70578
NCF06,OUT027,6319.2393
NCV17,OUT027,3292.8064
FDS10,OUT049,2814.9807
FDN52,OUT035,1381.5597
FDZ48,OUT013,1834.6958
FDJ48,OUT049,4131.475
DRB13,OUT027,4427.822
FDV59,OUT017,3743.1897
FDL32,OUT035,1826.128
FDZ12,OUT035,2292.3254
NCR06,OUT027,1025.7885
FDP51,OUT017,2087.5898
FDY22,OUT013,2181.0105
FDZ38,OUT049,3316.381
NCO54,OUT035,956.5594
FDR23,OUT035,2937.5967
FDM38,OUT049,916.68665
FDS25,OUT013,1884.1364
FDZ22,OUT013,1268.6989
FDZ20,OUT019,1245.3829
FDD45,OUT010,218.16385
FDN03,OUT049,3998.9214
NCW30,OUT046,3407.3882
FDY24,OUT027,1701.2971
FDJ26,OUT019,488.38715
FDM15,OUT049,2438.1526
NCW54,OUT027,1651.2736
FDA23,OUT045,1651.8561
FDA39,OUT019,120.04804
FDZ12,OUT017,2590.6702
NCB42,OUT046,1835.9552
FDL16,OUT046,831.36664
FDO24,OUT019,449.44394
NCP42,OUT046,2846.2407
FDR19,OUT018,2177.5125
DRL01,OUT045,3967.8088
FDV37,OUT046,3013.7666
FDI41,OUT010,380.85403
FDF58,OUT049,1033.3436
NCF43,OUT018,1813.3458
FDN02,OUT049,3636.2866
NCP41,OUT035,1708.8966
NCY17,OUT027,1221.9032
FDL58,OUT027,6099.9927
NCA30,OUT027,5227.9473
FDE46,OUT018,2049.9326
FDY38,OUT035,4359.103
NCH29,OUT027,2537.9531
FDO20,OUT045,3677.7556
FDP44,OUT018,1416.8729
FDM02,OUT027,2524.0244
FDJ14,OUT027,2272.9724
FDH04,OUT010,239.92062
DRK23,OUT046,4347.168
NCW05,OUT046,1869.384
FDF12,OUT049,2487.4128
FDL51,OUT019,455.67938
FDN03,OUT018,3781.5645
DRJ37,OUT049,2433.6313
FDM12,OUT019,479.8332
FDA16,OUT045,3835.275
NCB07,OUT017,3227.5547
NCI17,OUT019,253.42734
FDR51,OUT046,2398.43
FDJ55,OUT045,3898.9248
NCZ17,OUT013,677.4354
FDU25,OUT013,891.2878
NCG18,OUT045,1611.0416
DRM11,OUT017,4370.9414
FDH16,OUT035,1517.7742
FDZ04,OUT018,769.0616
NCX53,OUT035,2379.8765
FDX38,OUT027,1315.804
FDX09,OUT046,2777.1292
NCW05,OUT018,1578.7593
NCS41,OUT017,3148.8772
FDI26,OUT046,2935.0442
NCZ41,OUT027,3293.709
NCK06,OUT046,2048.1565
FDX23,OUT027,2473.5522
NCA42,OUT046,2536.6455
FDC20,OUT049,874.42096
DRC49,OUT018,2044.6082
FDX01,OUT013,1846.1855
FDC08,OUT045,3453.886
FDC02,OUT017,5402.4575
FDK10,OUT045,2741.0303
DRC24,OUT013,2495.307
FDW16,OUT019,241.13582
NCU06,OUT018,3430.9827
DRA59,OUT045,2769.821
FDR24,OUT019,227.72615
DRL35,OUT018,494.18155
FDA49,OUT013,1341.7781
NCC55,OUT046,591.1476
DRD24,OUT019,271.8477
NCE55,OUT049,2887.6553
FDT33,OUT045,2836.3276
NCT53,OUT013,2485.206
FDS26,OUT046,3638.9648
FDL22,OUT018,1276.1539
FDP44,OUT017,1694.0962
FDC52,OUT018,2080.563
FDI53,OUT010,407.81625
FDZ23,OUT046,3131.5374
NCT18,OUT013,3134.2969
FDR13,OUT046,1908.2783
FDB09,OUT010,261.67212
FDZ60,OUT013,1576.8695
FDB11,OUT046,3823.3755
FDC10,OUT018,1695.2174
FDW56,OUT035,3471.7554
FDK14,OUT027,2332.9482
DRE27,OUT027,2557.351
FDA38,OUT017,3636.7046
FDT11,OUT045,3040.251
FDP15,OUT035,4425.0723
FDV27,OUT035,1437.0382
FDS36,OUT027,2644.294
FDY40,OUT027,1358.2334
NCF19,OUT049,795.1355
FDF53,OUT045,3206.9358
FDS14,OUT027,3927.737
FDE56,OUT046,1085.5748
FDZ19,OUT035,2887.3088
FDZ46,OUT013,1739.8484
FDR16,OUT046,3874.2322
FDG29,OUT018,465.6086
NCE30,OUT017,3245.4624
FDZ40,OUT046,790.17267
FDG58,OUT018,2198.9507
DRH03,OUT013,1463.4602
FDZ47,OUT045,1459.1903
FDV04,OUT018,2256.6343
FDZ10,OUT018,1861.353
FDG46,OUT017,1976.074
NCF07,OUT045,1507.6244
FDY44,OUT035,3410.9895
FDB21,OUT013,3755.012
FDS20,OUT035,3350.4482
FDS49,OUT049,1313.8444
FDX55,OUT027,5319.381
NCQ02,OUT018,2819.024
FDR25,OUT013,4967.375
DRG39,OUT045,856.77264
FDB46,OUT046,3383.6526
NCC30,OUT018,2550.2751
FDE58,OUT035,2016.5867
FDC05,OUT019,513.9228
FDY15,OUT046,2517.2427
FDG14,OUT046,2434.6606
FDL08,OUT049,3637.894
FDQ47,OUT013,627.24567
FDN12,OUT035,1844.8627
FDW10,OUT013,2415.2476
FDD02,OUT035,1984.8575
FDX35,OUT010,795.9848
FDT35,OUT046,2716.21
DRN47,OUT019,490.08136
FDB11,OUT010,570.32983
FDN20,OUT045,2680.0972
FDB59,OUT035,3007.5745
FDJ58,OUT045,2922.5774
FDU60,OUT046,2753.0557
FDS03,OUT049,1142.8723
FDU40,OUT019,519.148
DRH15,OUT049,796.3621
FDD04,OUT027,3672.513
FDQ01,OUT046,3543.1458
FDF28,OUT035,2124.4546
FDD22,OUT010,322.0053
FDY19,OUT046,1938.2667
FDN33,OUT035,1539.1162
FDV36,OUT035,2184.8972
FDW01,OUT010,390.99817
FDJ28,OUT049,3317.462
FDB17,OUT035,3082.835
FDM40,OUT049,2164.8662
FDV46,OUT045,2147.4539
FDQ44,OUT049,2009.9176
NCD42,OUT046,612.97546
DRH37,OUT046,2646.1917
FDR10,OUT018,2442.9805
NCD06,OUT027,1357.7109
FDI53,OUT046,2484.2063
FDG16,OUT035,3720.71
DRB25,OUT046,1623.4426
FDY09,OUT046,2792.4216
FDX48,OUT045,2467.6406
FDC03,OUT010,430.3692
FDT47,OUT035,1776.1975
FDW44,OUT027,4416.0166
FDT24,OUT017,1252.7067
FDT12,OUT019,657.1922
NCS38,OUT035,1938.2212
FDO39,OUT035,3323.4595
FDA13,OUT046,666.2414
FDO48,OUT035,4059.6892
DRJ01,OUT017,2386.4197
FDD53,OUT018,468.41788
NCT05,OUT049,4021.4785
FDQ51,OUT045,760.9815
FDU60,OUT013,2662.7563
FDC59,OUT046,1019.57227
FDP36,OUT035,893.6104
NCM19,OUT017,1849.1742
FDL16,OUT035,749.29926
FDE50,OUT018,2722.321
NCR18,OUT013,602.5077
NCD30,OUT035,1582.9727
FDH31,OUT013,1639.1927
FDD56,OUT019,442.12234
FDC47,OUT049,4125.724
FDZ21,OUT045,1507.1554
FDM01,OUT049,1673.3527
FDF24,OUT013,1320.8877
FDW23,OUT017,658.26166
FDY52,OUT018,824.0991
DRH37,OUT027,4183.4785
DRO47,OUT027,2992.9888
FDR25,OUT049,4168.913
FDQ24,OUT027,6398.308
DRJ51,OUT018,3449.4138
NCU06,OUT035,4264.038
NCV18,OUT018,1308.7107
NCC06,OUT027,3374.7026
FDZ01,OUT018,1400.1936
FDT14,OUT017,2041.4587
FDD11,OUT019,161.8154
FDN09,OUT017,4164.266
NCO18,OUT010,490.08624
FDZ50,OUT045,3193.0955
FDS44,OUT013,3987.6443
FDI36,OUT045,2976.5198
FDA26,OUT010,573.69635
NCY53,OUT049,2109.3164
FDF32,OUT049,3205.7544
FDF59,OUT010,310.6654
FDB20,OUT046,1214.5839
DRH11,OUT035,946.8173
FDT03,OUT049,1946.6969
NCH06,OUT035,3733.6409
FDR55,OUT049,3155.8977
FDI10,OUT035,2919.0017
FDZ12,OUT045,2196.551
FDM12,OUT049,3183.0623
DRB25,OUT045,1631.5929
NCS41,OUT013,3087.9934
NCT53,OUT049,2780.1606
NCD55,OUT013,587.8461
FDY08,OUT049,2172.6375
NCP55,OUT049,908.0394
FDA33,OUT013,2394.2964
FDQ33,OUT013,2494.3467
FDE45,OUT027,5068.605
FDT26,OUT013,1953.4541
NCV53,OUT049,4835.865
FDK60,OUT027,2618.1628
NCJ29,OUT046,1279.8617
FDI15,OUT045,5206.8877
FDX21,OUT013,1750.9381
FDV49,OUT019,695.85046
DRO59,OUT046,1233.69
FDZ14,OUT045,1945.2089
FDP32,OUT027,3523.409
FDC33,OUT017,3136.1194
FDT14,OUT010,248.26031
NCN54,OUT027,2155.2964
FDR57,OUT027,4072.7764
DRK12,OUT046,642.54675
FDX52,OUT049,3236.3716
FDX08,OUT010,504.1171
FDP10,OUT010,209.2136
NCP50,OUT045,1223.1686
NCL06,OUT013,3943.9336
FDP25,OUT013,3818.5994
FDE53,OUT013,1640.3988
FDL27,OUT017,1122.4562
FDC35,OUT049,3473.3765
DRJ47,OUT010,503.5645
FDD16,OUT018,1000.6371
NCN42,OUT049,2554.2249
FDC38,OUT027,3391.1853
NCO07,OUT045,3083.8184
FDQ20,OUT049,665.51135
FDI32,OUT046,1957.4613
FDN20,OUT010,415.94083
DRJ51,OUT027,6034.903
FDU08,OUT045,1474.211
DRN37,OUT019,390.30133
FDD05,OUT010,303.69385
FDW15,OUT046,2441.991
FDI52,OUT046,1938.8097
DRM11,OUT049,3459.0325
NCO06,OUT045,593.3922
FDU38,OUT049,3302.2288
FDU59,OUT018,2341.6682
FDJ10,OUT046,2171.86
FDM13,OUT049,1987.1707
NCJ30,OUT019,353.21127
FDM45,OUT018,1748.2443
FDP36,OUT045,820.2657
NCD30,OUT010,228.14534
FDN48,OUT017,1539.8
FDY32,OUT049,2751.7983
FDU47,OUT046,2187.9587
FDF17,OUT019,494.305
FDP34,OUT017,2635.3293
FDA47,OUT049,2720.0593
DRD27,OUT027,2427.5576
FDW38,OUT045,955.1046
FDZ15,OUT019,304.50406
FDZ03,OUT027,5314.203
NCN19,OUT049,3054.5535
FDG02,OUT035,3003.4817
FDS31,OUT035,3420.0276
FDW43,OUT019,821.56213
FDZ47,OUT010,241.4568
FDO57,OUT017,2690.8784
NCL07,OUT013,592.8849
NCV42,OUT013,1781.4812
FDP40,OUT017,1834.9111
FDP48,OUT019,538.2202
FDH21,OUT017,2659.4622
NCP02,OUT049,977.22107
FDK24,OUT049,769.2001
FDC41,OUT045,1130.8231
FDF08,OUT017,1401.5328
FDO49,OUT017,759.506
FDS56,OUT027,7733.745
FDX46,OUT018,811.34357
FDQ07,OUT013,3532.8914
FDC32,OUT010,253.68256
FDT21,OUT019,299.65573
FDG58,OUT045,2413.6616
FDW14,OUT049,1321.3196
DRA12,OUT027,3374.4504
FDV27,OUT013,1320.7158
DRD25,OUT013,1798.7953
DRF48,OUT027,5902.3267
FDX24,OUT017,1515.6324
DRJ51,OUT046,3743.3584
FDE45,OUT045,3001.6887
FDE14,OUT046,1716.2472
FDG53,OUT045,2014.5125
FDT08,OUT046,2458.2144
DRC27,OUT027,5517.4414
FDG20,OUT035,2825.582
FDC21,OUT046,1673.7386
FDV31,OUT018,2583.8423
FDB58,OUT045,2152.3196
FDV23,OUT046,1998.6985
FDA25,OUT019,281.38754
FDC15,OUT046,2470.741
FDU47,OUT049,2170.769
FDE23,OUT013,794.35834
FDS08,OUT013,2712.8054
FDW03,OUT027,2621.315
FDJ60,OUT018,2253.562
FDM34,OUT017,2065.0457
FDW33,OUT013,1649.4159
FDZ40,OUT013,746.1022
FDE33,OUT018,1069.0715
NCC06,OUT010,302.26248
FDU11,OUT046,1927.4255
FDL44,OUT017,2697.8018
NCZ29,OUT017,2150.858
FDG28,OUT010,735.1186
FDL12,OUT018,768.446
FDD52,OUT017,1676.8516
FDO15,OUT013,1073.2538
NCN29,OUT027,1302.5668
FDW36,OUT013,1616.7483
FDB21,OUT046,3655.0488
FDZ28,OUT013,1996.9856
FDY10,OUT035,2003.2692
DRG39,OUT017,844.6111
FDN28,OUT013,1621.8237
FDV15,OUT035,1766.6545
DRI13,OUT035,3799.8691
FDH20,OUT046,1547.872
FDY51,OUT013,3637.1672
FDE16,OUT013,3688.1074
FDX40,OUT018,477.4764
FDC48,OUT018,1078.361
FDS14,OUT046,2367.4292
FDX56,OUT017,4056.3044
FDI10,OUT046,2863.43
FDI14,OUT013,2157.7344
DRM48,OUT013,646.1884
NCH07,OUT027,4071.5278
FDY26,OUT013,3886.368
FDD02,OUT027,2935.6409
FDM12,OUT046,3069.9458
DRF01,OUT010,219.59447
FDV36,OUT046,2108.9478
DRI59,OUT013,4013.1377
FDV03,OUT018,2220.0122
FDO39,OUT017,3403.3215
NCB07,OUT018,2752.2932
FDH38,OUT027,2952.0188
FDZ13,OUT035,920.12317
NCZ30,OUT046,2136.5305
NCA06,OUT035,656.13446
FDB04,OUT049,1356.3134
FDN50,OUT013,1507.5056
NCG06,OUT049,3478.335
NCY17,OUT018,553.92487
FDC23,OUT046,2871.6777
FDK33,OUT049,3325.5715
FDR03,OUT049,3539.724
FDZ07,OUT045,1053.9121
FDO38,OUT013,1251.6852
FDS59,OUT046,1736.4124
DRM11,OUT019,583.0937
FDX52,OUT027,5715.334
DRJ35,OUT018,748.1363
NCP53,OUT046,4065.5754
FDW15,OUT019,413.22354
DRI47,OUT045,2448.4846
DRZ11,OUT035,1953.8354
FDS02,OUT013,3065.3083
DRD49,OUT018,3774.4392
FDW38,OUT049,1028.1589
FDR21,OUT019,435.12064
FDE40,OUT013,993.1037
FDI02,OUT045,1761.6284
FDQ04,OUT045,629.0366
FDY14,OUT017,4107.6
NCT54,OUT046,1530.7129
DRD25,OUT017,1756.9445
DRE01,OUT045,4238.999
FDJ12,OUT010,618.52313
NCZ05,OUT049,1998.2701
DRB25,OUT019,180.05151
NCC31,OUT045,2506.2354
FDM16,OUT045,1120.7139
DRG11,OUT049,1663.0035
FDV24,OUT027,3750.3254
FDV43,OUT046,661.0945
FDG05,OUT018,2103.7754
FDV23,OUT010,303.83548
FDI58,OUT018,1310.5378
FDQ11,OUT017,4226.036
FDC05,OUT027,5534.4717
FDF40,OUT013,3913.1655
FDU02,OUT018,3250.1726
FDT32,OUT013,3054.2925
NCF06,OUT017,3858.647
FDT46,OUT013,725.6196
FDR58,OUT010,244.79456
FDY04,OUT046,2559.0276
FDT58,OUT045,2654.1733
FDE46,OUT049,2379.0613
DRH11,OUT017,895.43256
DRI51,OUT046,2941.3071
FDC35,OUT017,3380.883
FDP45,OUT035,3677.518
FDC45,OUT017,3098.0593
FDU01,OUT045,2996.7375
FDJ53,OUT010,243.03181
FDJ46,OUT017,2785.147
FDX07,OUT013,3149.4456
NCI30,OUT049,3691.653
FDE47,OUT027,3306.4023
FDV48,OUT045,1267.8951
FDN16,OUT019,237.43678
FDM52,OUT013,2465.3987
FDA32,OUT027,5402.1045
FDH05,OUT017,3780.8318
FDW25,OUT010,232.29808
FDQ09,OUT046,1897.5443
NCM17,OUT010,165.67435
DRM59,OUT046,2317.382
FDV47,OUT027,2296.3035
DRE15,OUT035,1153.346
FDS25,OUT010,285.5388
NCZ05,OUT018,1434.4763
NCV05,OUT019,407.1608
DRM37,OUT046,3347.1987
FDV58,OUT027,5395.7188
FDN22,OUT027,5932.131
NCO06,OUT049,663.58875
FDT56,OUT019,174.7982
FDM02,OUT013,1396.0272
FDA09,OUT046,3032.9207
NCC06,OUT035,2218.2202
NCL54,OUT049,2929.5527
NCB55,OUT017,876.6431
FDB12,OUT017,1715.0437
NCA54,OUT049,3040.3438
NCS38,OUT049,1921.4016
FDC02,OUT049,4879.317
FDK44,OUT019,386.73706
FDE16,OUT035,3993.1199
NCS05,OUT035,2196.9756
FDZ59,OUT045,2788.01
FDI20,OUT017,3841.7046
FDQ14,OUT046,2355.2412
FDF53,OUT017,3146.6582
FDW25,OUT017,1462.1758
NCQ43,OUT010,260.93903
FDX52,OUT013,3194.5479
FDE28,OUT045,3826.2642
FDN15,OUT017,2202.099
FDO28,OUT017,1903.3921
FDQ33,OUT045,2477.467
FDM22,OUT010,172.9227
FDJ03,OUT017,772.2889
FDI16,OUT045,918.27826
FDI09,OUT027,6113.2026
FDX55,OUT013,3489.556
FDS23,OUT027,3373.8035
DRC12,OUT045,2746.9868
FDH41,OUT049,3345.2239
FDN01,OUT013,2755.0547
FDV55,OUT045,2417.5986
NCJ19,OUT013,795.7316
NCY29,OUT010,158.4884
FDP03,OUT018,1781.8856
FDZ52,OUT045,1678.0598
FDH31,OUT010,229.89865
FDQ19,OUT018,3443.8164
FDS15,OUT035,1711.3245
FDN32,OUT017,3386.8262
FDH32,OUT049,1580.8586
FDF33,OUT017,1788.3794
FDJ22,OUT046,2841.7175
FDG56,OUT010,182.49126
FDC05,OUT046,3107.9348
FDK09,OUT013,3937.698
NCV29,OUT045,2798.5774
NCC43,OUT019,568.7718
NCA42,OUT049,2646.7876
FDC10,OUT046,1881.7695
FDC16,OUT013,1312.1375
NCL17,OUT013,2168.0051
FDA51,OUT035,1879.6599
FDW01,OUT017,2522.8289
NCF30,OUT045,2038.341
FDN49,OUT013,618.42316
FDY20,OUT045,1387.852
FDC15,OUT045,2410.3062
FDY24,OUT046,1096.5962
NCG43,OUT017,1568.4949
FDA48,OUT013,3674.0237
NCF55,OUT017,673.28735
FDL38,OUT049,1436.9595
NCQ29,OUT018,3834.1377
FDC34,OUT017,2754.9534
FDP36,OUT027,1382.8331
FDN50,OUT010,310.8342
FDO23,OUT049,1504.2344
FDT56,OUT013,839.69434
FDT13,OUT027,5360.7695
FDZ03,OUT013,3218.9111
FDQ03,OUT010,688.6208
FDU44,OUT045,2605.263
FDD03,OUT049,4123.1953
NCH30,OUT013,1743.1271
FDS60,OUT010,242.27603
FDG08,OUT046,2977.2651
FDX38,OUT017,735.2086
FDD22,OUT017,1972.594
FDW51,OUT013,3518.5198
FDL09,OUT017,2660.602
FDZ60,OUT045,1497.5927
NCH07,OUT046,2583.0078
NCQ41,OUT049,3140.1787
FDW04,OUT049,2048.5212
FDI08,OUT027,6120.9404
FDR19,OUT019,361.94095
FDV13,OUT046,1389.0465
FDB52,OUT017,3534.3523
FDZ48,OUT027,3023.493
NCO14,OUT049,759.66296
FDZ50,OUT013,3330.5652
FDN27,OUT019,284.2899
FDQ60,OUT013,2060.5928
FDR49,OUT017,809.03076
DRJ35,OUT027,1792.4535
DRI49,OUT017,1360.0974
FDB47,OUT017,3634.6277
FDP37,OUT010,321.94608
FDR26,OUT049,2472.2483
FDY31,OUT019,375.62042
FDC11,OUT045,1308.5281
DRP47,OUT035,4470.249
NCY54,OUT018,2735.5354
FDR27,OUT046,2120.1082
FDQ21,OUT019,328.55258
NCQ29,OUT035,3862.0742
FDJ02,OUT046,2598.538
FDE21,OUT018,1629.6215
FDM39,OUT046,2740.2463
FDZ01,OUT017,1718.5042
NCB19,OUT018,1273.4791
FDU03,OUT046,3067.209
FDP27,OUT049,3440.6797
DRF01,OUT045,2155.5784
FDM03,OUT049,1670.3715
FDV01,OUT046,2411.7654
FDS16,OUT046,2484.292
FDO45,OUT035,1466.2408
NCX06,OUT035,3194.609
FDP13,OUT046,718.21564
NCR38,OUT018,3984.8162
FDA01,OUT013,842.82465
FDT26,OUT017,1829.9487
FDD44,OUT027,6610.332
FDB26,OUT013,863.7921
FDP45,OUT019,491.49234
NCP55,OUT046,867.7036
FDT23,OUT017,1305.6393
FDO51,OUT045,636.8362
FDA44,OUT046,868.88245
NCJ31,OUT018,3180.0122
FDX37,OUT045,1576.092
NCD18,OUT049,3683.6697
FDN40,OUT027,3827.1272
FDL33,OUT017,3155.5312
DRF48,OUT035,3151.746
FDW08,OUT035,1715.0087
FDX39,OUT018,2998.0342
FDB38,OUT049,2847.0586
FDY46,OUT018,2856.72
NCB06,OUT049,2653.8254
FDA34,OUT035,3110.8745
FDA35,OUT045,2032.1749
FDQ07,OUT035,3806.5713
FDU32,OUT045,1940.168
FDU26,OUT013,1957.1494
FDU13,OUT010,331.6111
FDO09,OUT035,3598.9346
FDW03,OUT019,242.7676
FDB38,OUT013,2639.1023
FDL26,OUT010,412.88956
NCN43,OUT045,2064.7808
FDH08,OUT045,4201.3564
NCC31,OUT019,437.40012
FDH14,OUT035,2249.3354
FDL40,OUT017,1590.7847
FDD20,OUT035,2165.5989
NCV53,OUT035,4917.548
FDD16,OUT045,1069.084
FDP24,OUT035,1996.7847
FDQ25,OUT045,2885.2185
FDM38,OUT035,957.2626
NCT18,OUT010,506.2016
FDM34,OUT049,2083.1155
DRH37,OUT010,415.5888
NCE07,OUT013,2162.734
FDG12,OUT013,1946.2751
FDB59,OUT010,396.62057
FDS10,OUT018,2688.7043
FDN21,OUT010,453.78314
FDM02,OUT045,1384.54
FDO44,OUT049,1850.5657
NCN17,OUT017,1709.5472
FDH16,OUT018,1268.0436
FDL44,OUT046,2586.494
FDY47,OUT017,2023.226
DRI39,OUT046,911.6859
NCX54,OUT018,1474.4204
FDE59,OUT046,633.9767
FDO46,OUT045,2785.2876
DRE13,OUT046,1357.4507
FDW14,OUT013,1310.577
FDF35,OUT046,1660.8118
FDO50,OUT019,259.40692
DRF49,OUT017,1886.2345
FDT60,OUT049,2111.5881
FDP38,OUT045,749.37036
FDA31,OUT027,4709.0947
FDY52,OUT010,157.44577
FDD03,OUT027,5646.926
FDN52,OUT018,1165.0718
FDU20,OUT010,305.65628
FDD22,OUT035,1886.6008
NCB55,OUT019,180.41061
FDN27,OUT045,1633.6857
FDD16,OUT013,1258.3081
FDW48,OUT046,1233.8428
DRN35,OUT045,643.8939
FDX25,OUT049,3051.6077
DRD49,OUT049,3777.8916
FDE21,OUT019,348.33038
FDN44,OUT035,2754.5996
DRC01,OUT049,766.9535
NCK30,OUT046,3679.7253
FDU39,OUT013,813.24347
FDB49,OUT013,1528.4403
FDS12,OUT045,2101.7197
FDR57,OUT018,2183.9507
FDX22,OUT027,5896.8955
FDC60,OUT013,1521.6921
NCE42,OUT049,2614.2815
NCK42,OUT049,3317.4795
DRE01,OUT017,3827.1426
FDE57,OUT018,1884.6235
DRK59,OUT019,340.5283
FDB10,OUT027,5437.63
FDQ25,OUT046,2759.7
FDY26,OUT017,4182.304
FDG28,OUT049,3893.538
FDM14,OUT049,1677.2665
NCH29,OUT049,1687.729
FDD48,OUT049,1989.9888
FDC17,OUT045,3914.5178
DRH49,OUT027,2193.56
FDN44,OUT018,2359.8135
FDC29,OUT045,1860.6505
DRK01,OUT019,247.98329
FDD48,OUT017,1987.6833
FDB59,OUT013,3081.43
FDY45,OUT010,538.2358
FDX60,OUT035,1301.1652
FDT09,OUT010,334.5896
DRB24,OUT018,2169.5178
FDL13,OUT035,4015.5366
FDN16,OUT035,1703.931
FDK57,OUT013,2006.7415
FDO22,OUT027,2157.134
FDC57,OUT010,518.01874
FDZ13,OUT027,1534.9353
FDW27,OUT013,2272.643
FDX10,OUT049,662.2383
FDY08,OUT018,1800.6556
FDA49,OUT017,1387.2749
FDC32,OUT018,1284.188
FDO04,OUT035,926.5372
NCZ54,OUT013,3715.654
FDY40,OUT045,775.8816
FDW36,OUT045,1581.9917
FDE11,OUT017,3368.338
DRE37,OUT045,2994.8982
NCK19,OUT017,3235.6658
FDT19,OUT035,2866.6711
FDE56,OUT045,1007.5636
FDZ57,OUT010,232.4157
FDB35,OUT035,1582.3362
FDF09,OUT010,88.94782
FDO34,OUT046,2811.6633
FDA55,OUT046,3735.0974
NCM18,OUT035,1070.8322
FDJ20,OUT019,292.69745
DRQ35,OUT019,287.56155
FDG02,OUT013,3122.5964
NCU29,OUT018,2277.6873
FDL27,OUT027,1870.1965
NCA54,OUT035,3050.181
FDJ32,OUT035,1020.6832
FDB21,OUT019,552.12573
FDR46,OUT035,2571.9585
FDZ32,OUT046,1658.8549
DRF36,OUT017,3598.6638
NCU54,OUT017,3674.1106
NCI31,OUT017,619.2003
DRA59,OUT035,2761.5173
NCC55,OUT045,582.5503
FDE44,OUT018,637.04736
NCN26,OUT018,1631.9264
FDC11,OUT049,1299.0182
FDV24,OUT035,2367.3481
FDR40,OUT019,171.93346
NCQ17,OUT049,2733.0388
FDC46,OUT045,3059.519
NCM18,OUT046,1081.0137
FDK16,OUT046,1499.7673
FDI28,OUT017,1296.507
FDS11,OUT018,3177.8965
DRD13,OUT046,1041.6036
FDL36,OUT035,1430.2899
FDI27,OUT013,696.6234
FDJ53,OUT019,243.90582
FDS44,OUT045,3665.6892
FDE28,OUT046,3737.411
FDQ33,OUT018,2246.1008
FDB37,OUT017,4246.7593
FDQ31,OUT045,1329.42
NCQ05,OUT046,2483.843
FDE10,OUT013,2094.137
FDF38,OUT017,703.0802
FDE50,OUT019,592.3396
DRG37,OUT010,416.06277
NCH06,OUT049,4020.3003
FDY14,OUT045,4312.795
FDO27,OUT017,1627.3871
FDQ19,OUT049,4159.4497
FDZ26,OUT019,570.1218
FDN51,OUT013,4544.1895
FDK20,OUT035,2183.8767
FDD40,OUT018,2872.79
DRI25,OUT018,718.89856
FDH56,OUT017,1920.3882
FDI36,OUT027,5342.2886
DRH11,OUT018,768.96185
NCV18,OUT017,1480.6698
DRI01,OUT049,3053.1387
DRE48,OUT049,3248.9778
FDS51,OUT035,1013.5084
FDM38,OUT017,828.5993
FDB60,OUT027,5350.3403
FDY58,OUT035,4230.587
FDY22,OUT045,2217.8428
FDF11,OUT027,5681.2085
FDZ51,OUT035,1573.4832
FDQ45,OUT017,3265.5693
FDF17,OUT035,3263.7979
NCF31,OUT027,3665.3225
FDA37,OUT013,2009.8743
FDO51,OUT046,690.7177
FDF34,OUT013,2921.749
FDD57,OUT018,1295.9406
FDO37,OUT046,4052.4065
FDR49,OUT049,888.74603
FDS39,OUT049,2203.5916
FDI48,OUT027,1439.6768
DRM35,OUT049,3028.8967
FDV57,OUT035,3006.095
FDZ55,OUT013,2550.8276
FDI28,OUT035,1313.3761
FDS21,OUT045,1047.979
FDT34,OUT013,1663.6143
DRI25,OUT035,929.79047
FDT47,OUT010,391.8004
DRH39,OUT045,1086.935
NCD54,OUT045,2169.4077
FDU16,OUT027,2340.5645
NCW29,OUT045,2077.8794
FDV25,OUT027,5990.1855
FDM56,OUT035,1677.9309
FDZ04,OUT027,1842.2769
FDG59,OUT019,99.32895
FDI56,OUT045,1401.8168
FDS33,OUT035,1462.4745
FDC23,OUT049,2850.0027
FDT11,OUT049,3287.9014
FDG17,OUT045,4113.482
FDZ44,OUT045,1760.87
FDJ52,OUT013,2529.5662
DRI23,OUT046,2406.5752
DRE15,OUT010,149.63657
NCF07,OUT013,1614.648
NCR29,OUT049,902.04584
FDE44,OUT019,167.65802
FDT23,OUT035,1346.8237
NCG06,OUT017,3414.5862
NCU41,OUT010,607.2721
FDH46,OUT017,1762.0945
FDV31,OUT013,2842.8208
NCT41,OUT027,4063.069
FDE22,OUT027,4075.9092
FDC26,OUT045,1648.2166
DRF51,OUT017,697.1978
NCY53,OUT019,366.1778
FDY21,OUT017,2986.2678
FDL27,OUT013,981.3726
FDZ34,OUT049,3705.3865
NCF43,OUT010,306.7767
FDC21,OUT035,1724.5842
FDL26,OUT013,2471.752
FDT25,OUT010,299.34805
NCR30,OUT046,1138.2285
DRL23,OUT019,230.75977
NCR05,OUT049,3070.4778
NCE19,OUT018,768.9908
FDY07,OUT035,720.18024
